"simscenarios","lambda.scenario","scenario","phi1.obs","phi1.true","phiad.obs","phiad.true","fec.obs","fec.true","det.abund","det.MR","det.prod","lambda"
83,"Increasing",21,0.266343105793819,0.15,0.65293183755464,0.65,1.45080464630575,2.6,"M","H","H","H"
83,"Increasing",9,0.137546704598547,0.18,0.968770190808424,0.97,0.66190442236237,0.5,"M","H","H","H"
83,"Increasing",25,0.573343414496261,0.53,0.435468112278131,0.44,1.07324331469789,1.15,"M","H","H","H"
83,"Increasing",8,0.666773350406363,0.76,0.485603022854424,0.49,0.857862121914923,0.75,"M","H","H","H"
83,"Increasing",13,0.272077188356061,0.28,0.789551443441101,0.79,0.972833707906086,0.95,"M","H","H","H"
83,"Increasing",2,0.715984212053979,0.56,0.186231984980106,0.19,1.21609014007023,1.55,"M","H","H","H"
83,"Increasing",16,0.277779886843275,0.33,0.817277276620245,0.82,0.804535428107268,0.675,"M","H","H","H"
83,"Increasing",14,0.430408147453034,0.28,0.457219704405529,0.45,1.35826558762425,2.125,"M","H","H","H"
83,"Increasing",1,0.181640408564741,0.12,0.80719023288939,0.81,1.33697959101052,2.025,"M","H","H","H"
83,"Increasing",17,0.1189235233636,0.13,0.949454092804875,0.95,0.900101003517881,0.8,"M","H","H","H"
83,"Increasing",15,0.159379204391938,0.16,0.901664845786525,0.9,0.998734341193233,1,"M","H","H","H"
83,"Increasing",12,0.324934680161507,0.43,0.828029338005891,0.83,0.664084019520897,0.5,"M","H","H","H"
84,"Increasing",25,0.565606024856077,0.53,0.444394299771505,0.44,1.07179470078058,1.15,"H",NA,"H","H"
84,"Increasing",9,0.204707428232877,0.18,0.923876732578746,0.97,0.661513528303443,0.5,"H",NA,"H","H"
84,"Increasing",23,0.658266311094692,0.87,0.474212389305435,0.39,0.862048322576515,0.75,"H",NA,"H","H"
84,"Increasing",4,0.495323257407381,0.34,0.468008945531769,0.58,1.15790578945774,1.375,"H",NA,"H","H"
84,"Increasing",8,0.595123464178807,0.76,0.545830522981198,0.49,0.854836269987377,0.75,"H",NA,"H","H"
84,"Increasing",19,0.297302663590705,0.15,0.669583863193415,0.77,1.30129319042592,1.925,"H",NA,"H","H"
84,"Increasing",24,0.709638342032823,0.86,0.37310593792241,0.26,0.956065160620269,0.925,"H",NA,"H","H"
84,"Increasing",7,0.646272029276199,0.5,0.35878695368996,0.49,1.04787095280839,1.1,"H",NA,"H","H"
84,"Increasing",14,0.440558334439507,0.28,0.445393792204721,0.45,1.35512071178352,2.125,"H",NA,"H","H"
84,"Increasing",21,0.455661493564099,0.15,0.381945088635088,0.65,1.44158595215969,2.6,"H",NA,"H","H"
84,"Increasing",10,0.319675295626673,0.1,0.601274496659814,0.81,1.42347181255677,2.45,"H",NA,"H","H"
84,"Increasing",13,0.556248068033827,0.28,0.511544305302981,0.79,0.971284664584414,0.95,"H",NA,"H","H"
84,"Increasing",18,0.468407487310663,0.39,0.724146868773504,0.84,0.703453332764985,0.55,"H",NA,"H","H"
84,"Increasing",20,0.352511182641739,0.15,0.584020616305321,0.76,1.31935870502536,1.95,"H",NA,"H","H"
84,"Increasing",12,0.509082059332006,0.43,0.701827009226136,0.83,0.668261876724962,0.5,"H",NA,"H","H"
84,"Increasing",3,0.666354270203139,0.57,0.290336861501051,0.3,1.13435271920454,1.325,"H",NA,"H","H"
84,"Increasing",15,0.246894086250789,0.16,0.81506722451129,0.9,0.999052023647657,1,"H",NA,"H","H"
84,"Increasing",6,0.373360602834648,0.18,0.593757672866263,0.77,1.22187147798829,1.55,"H",NA,"H","H"
84,"Increasing",1,0.362980806204757,0.12,0.567911569493589,0.81,1.33470168899716,2.025,"H",NA,"H","H"
84,"Increasing",11,0.689940113675461,0.76,0.385510528989551,0.36,0.944291670734962,0.9,"H",NA,"H","H"
84,"Increasing",5,0.569489120109325,0.49,0.321124263585706,0.22,1.25836993002427,1.675,"H",NA,"H","H"
84,"Increasing",22,0.58684735984876,0.6,0.349316163274368,0.17,1.19536741089359,1.475,"H",NA,"H","H"
84,"Increasing",16,0.465911175263216,0.33,0.665460961463312,0.82,0.803324576598625,0.675,"H",NA,"H","H"
84,"Increasing",17,0.148365611736241,0.13,0.920890340159264,0.95,0.892654368393785,0.8,"H",NA,"H","H"
84,"Increasing",2,0.602825463027431,0.56,0.321222098944809,0.19,1.21768294623483,1.55,"H",NA,"H","H"
85,"Increasing",24,0.381218677188112,0.86,0.248448069957679,0.26,2.0770868195087,0.925,"L","L",NA,"H"
85,"Increasing",9,0.152308692019438,0.18,0.96494983510141,0.97,0.62296473855296,0.5,"L","L",NA,"H"
85,"Increasing",10,0.212993962669413,0.1,0.807344427471665,0.81,1.14444553730945,2.45,"L","L",NA,"H"
85,"Increasing",4,0.307421853705201,0.34,0.575307631237241,0.58,1.51530263659838,1.375,"L","L",NA,"H"
85,"Increasing",21,0.275231131302235,0.15,0.639881844440446,0.65,1.43475559145281,2.6,"L","L",NA,"H"
85,"Increasing",15,0.16625039764302,0.16,0.890447941611767,0.9,1.03533950740935,1,"L","L",NA,"H"
85,"Increasing",25,0.385365781200261,0.53,0.420781291496181,0.44,1.63982300928995,1.15,"L","L",NA,"H"
85,"Increasing",20,0.235248702949945,0.15,0.7675757576271,0.76,1.22210844113788,1.95,"L","L",NA,"H"
85,"Increasing",11,0.371412454075167,0.76,0.335783424173738,0.36,1.86104331181799,0.9,"L","L",NA,"H"
85,"Increasing",23,0.357671621957103,0.87,0.404810726070403,0.39,1.77541772169923,0.75,"L","L",NA,"H"
85,"Increasing",14,0.308952943187036,0.28,0.452229796598007,0.45,1.91024174474598,2.125,"L","L",NA,"H"
85,"Increasing",6,0.225813197063032,0.18,0.778940240874945,0.77,1.19283610711636,1.55,"L","L",NA,"H"
85,"Increasing",8,0.325979379163816,0.76,0.476173424969896,0.49,1.78607854706469,0.75,"L","L",NA,"H"
85,"Increasing",13,0.228854609102238,0.28,0.797818204107066,0.79,1.11095242003372,0.95,"L","L",NA,"H"
85,"Increasing",16,0.218893781016553,0.33,0.81870697153893,0.82,1.05555836063998,0.675,"L","L",NA,"H"
85,"Increasing",5,0.425552592742586,0.49,0.231713212462228,0.22,1.88873712956469,1.675,"L","L",NA,"H"
85,"Increasing",12,0.184240409249476,0.43,0.820695258087145,0.83,1.20054107901045,0.5,"L","L",NA,"H"
85,"Increasing",19,0.217901412454489,0.15,0.75563410152574,0.77,1.36016223528369,1.925,"L","L",NA,"H"
85,"Increasing",2,0.426179508290095,0.56,0.16447613671151,0.19,2.07889407908704,1.55,"L","L",NA,"H"
85,"Increasing",7,0.327954179738226,0.5,0.484049908542969,0.49,1.68692247033738,1.1,"L","L",NA,"H"
85,"Increasing",18,0.236368806997875,0.39,0.832425819100991,0.84,0.91867467719791,0.55,"L","L",NA,"H"
85,"Increasing",22,0.425309099905873,0.6,0.177929141172347,0.17,2.02729448526593,1.475,"L","L",NA,"H"
85,"Increasing",3,0.39475212713989,0.57,0.273141468743043,0.3,1.95890338030957,1.325,"L","L",NA,"H"
85,"Increasing",17,0.149246878838374,0.13,0.948145516597301,0.95,0.709518092886066,0.8,"L","L",NA,"H"
85,"Increasing",1,0.224465499507524,0.12,0.802351470220352,0.81,1.11449883316751,2.025,"L","L",NA,"H"
86,"Increasing",14,0.336365912556226,0.28,0.446266856837408,0.45,1.77174576754864,2.125,"M","M",NA,"H"
86,"Increasing",11,0.341153319555297,0.76,0.357946252396325,0.36,1.97227893717825,0.9,"M","M",NA,"H"
86,"Increasing",9,0.120327597942979,0.18,0.967727943488529,0.97,0.791863891723263,0.5,"M","M",NA,"H"
86,"Increasing",25,0.335649362930343,0.53,0.434839270954052,0.44,1.83585476897498,1.15,"M","M",NA,"H"
86,"Increasing",12,0.205889579440371,0.43,0.818192471931916,0.83,1.08979911231246,0.5,"M","M",NA,"H"
86,"Increasing",10,0.193680814064219,0.1,0.803610866258224,0.81,1.2813813554515,2.45,"M","M",NA,"H"
86,"Increasing",24,0.425962192950528,0.86,0.266483642848565,0.26,1.85042893206858,0.925,"M","M",NA,"H"
86,"Increasing",13,0.234198086612734,0.28,0.78135686047875,0.79,1.2019435916268,0.95,"M","M",NA,"H"
86,"Increasing",18,0.225008742506302,0.39,0.838759342455512,0.84,0.954272925629882,0.55,"M","M",NA,"H"
86,"Increasing",1,0.220437199793928,0.12,0.802412706373079,0.81,1.11820586807352,2.025,"M","M",NA,"H"
86,"Increasing",17,0.147427130395078,0.13,0.950328561844176,0.95,0.711124573816392,0.8,"M","M",NA,"H"
86,"Increasing",5,0.386579852433118,0.49,0.222667633566112,0.22,2.11195035183446,1.675,"M","M",NA,"H"
86,"Increasing",21,0.268373438057735,0.15,0.655092881759179,0.65,1.44455696765395,2.6,"M","M",NA,"H"
86,"Increasing",23,0.361370818102434,0.87,0.395895046881395,0.39,1.78728124133858,0.75,"M","M",NA,"H"
86,"Increasing",16,0.189617218328439,0.33,0.818365376839465,0.82,1.19202326875657,0.675,"M","M",NA,"H"
86,"Increasing",4,0.308215903230638,0.34,0.580630484080047,0.58,1.5192947377173,1.375,"M","M",NA,"H"
86,"Increasing",2,0.413249839355814,0.56,0.19510198712086,0.19,2.05464207420246,1.55,"M","M",NA,"H"
86,"Increasing",19,0.239709529423832,0.15,0.771036931318894,0.77,1.20334136553666,1.925,"M","M",NA,"H"
86,"Increasing",15,0.160109714541789,0.16,0.897741526815272,0.9,1.00229193245102,1,"M","M",NA,"H"
86,"Increasing",7,0.31849557316957,0.5,0.494636675450575,0.49,1.7080254785314,1.1,"M","M",NA,"H"
86,"Increasing",3,0.396957822414373,0.57,0.300048131540222,0.3,1.86753514965615,1.325,"M","M",NA,"H"
86,"Increasing",20,0.26258284778551,0.15,0.753643485077205,0.76,1.14106270954529,1.95,"M","M",NA,"H"
86,"Increasing",22,0.427208073149694,0.6,0.165565622171291,0.17,2.05875819642096,1.475,"M","M",NA,"H"
86,"Increasing",8,0.355847278240786,0.76,0.481870866533208,0.49,1.6109331160292,0.75,"M","M",NA,"H"
86,"Increasing",6,0.239925878501379,0.18,0.772774031309693,0.77,1.16165845290235,1.55,"M","M",NA,"H"
87,"Increasing",15,0.168827176348687,0.16,0.903170067079554,0.9,0.949916455229745,1,"H","H",NA,"H"
87,"Increasing",14,0.319045978312744,0.28,0.453714819429444,0.45,1.84562069350083,2.125,"H","H",NA,"H"
87,"Increasing",25,0.344224568194963,0.53,0.44304129634439,0.44,1.76796854527184,1.15,"H","H",NA,"H"
87,"Increasing",16,0.205565569609863,0.33,0.820628776449359,0.82,1.08205158281807,0.675,"H","H",NA,"H"
87,"Increasing",24,0.398828543740912,0.86,0.261007915097923,0.26,1.97621893461036,0.925,"H","H",NA,"H"
87,"Increasing",19,0.221497735645552,0.15,0.770716137075853,0.77,1.29922545840864,1.925,"H","H",NA,"H"
87,"Increasing",13,0.219431313218239,0.28,0.792885385134039,0.79,1.1995361065715,0.95,"H","H",NA,"H"
87,"Increasing",1,0.216096107943985,0.12,0.808584828568637,0.81,1.12787233486036,2.025,"H","H",NA,"H"
87,"Increasing",5,0.394607394924501,0.49,0.213533254784766,0.22,2.08107809063145,1.675,"H","H",NA,"H"
87,"Increasing",9,0.139695805046755,0.18,0.969447350989111,0.97,0.644662100033194,0.5,"H","H",NA,"H"
87,"Increasing",10,0.21727046150683,0.1,0.805608377308259,0.81,1.15268802725523,2.45,"H","H",NA,"H"
87,"Increasing",2,0.410911443945673,0.56,0.187555701559411,0.19,2.11320242472658,1.55,"H","H",NA,"H"
87,"Increasing",17,0.136688211837779,0.13,0.951403062468613,0.95,0.743142018554548,0.8,"H","H",NA,"H"
87,"Increasing",20,0.244752849059441,0.15,0.759973312489798,0.76,1.17982907842483,1.95,"H","H",NA,"H"
87,"Increasing",21,0.274392008868393,0.15,0.657900237931492,0.65,1.38048008996468,2.6,"H","H",NA,"H"
87,"Increasing",8,0.322070937289533,0.76,0.479429138952616,0.49,1.7789950100032,0.75,"H","H",NA,"H"
87,"Increasing",7,0.30192442003097,0.5,0.488175091603998,0.49,1.8252384809361,1.1,"H","H",NA,"H"
87,"Increasing",12,0.195087164275832,0.43,0.827920624584889,0.83,1.10219095969203,0.5,"H","H",NA,"H"
87,"Increasing",3,0.382477388040713,0.57,0.303806422100395,0.3,1.9435653489829,1.325,"H","H",NA,"H"
87,"Increasing",6,0.260095497675578,0.18,0.768041998301583,0.77,1.0775819906841,1.55,"H","H",NA,"H"
87,"Increasing",11,0.353621733738298,0.76,0.347603648903754,0.36,1.92104190218468,0.9,"H","H",NA,"H"
87,"Increasing",4,0.295981866993846,0.34,0.579746659324406,0.58,1.56804346763667,1.375,"H","H",NA,"H"
87,"Increasing",18,0.21121159934645,0.39,0.837491539515442,0.84,1.02692764204891,0.55,"H","H",NA,"H"
87,"Increasing",22,0.419542901704902,0.6,0.171856553676341,0.17,2.08506735644525,1.475,"H","H",NA,"H"
87,"Increasing",23,0.352373187543695,0.87,0.390057619762009,0.39,1.84345006204016,0.75,"H","H",NA,"H"
88,"Increasing",24,0.343443021414909,0.86,0.455463879335077,0.26,1.65560582480227,0.925,"L",NA,NA,"H"
88,"Increasing",4,0.334319023717148,0.34,0.550311087064623,0.58,1.36113629381446,1.375,"L",NA,NA,"H"
88,"Increasing",9,0.328360514589652,0.18,0.499330655700891,0.97,1.59325375709694,0.5,"L",NA,NA,"H"
88,"Increasing",2,0.329634470478988,0.56,0.479824956062488,0.19,1.74053966304051,1.55,"L",NA,NA,"H"
88,"Increasing",1,0.316226609073658,0.12,0.566511160613147,0.81,1.52314546106021,2.025,"L",NA,NA,"H"
88,"Increasing",14,0.322074721767525,0.28,0.387410904044234,0.45,1.90702972908753,2.125,"L",NA,NA,"H"
88,"Increasing",5,0.377354783815921,0.49,0.386317414867112,0.22,1.58971774213706,1.675,"L",NA,NA,"H"
88,"Increasing",19,0.295242318001206,0.15,0.530700443211102,0.77,1.72127162028843,1.925,"L",NA,NA,"H"
88,"Increasing",11,0.341133015429092,0.76,0.407424901902108,0.36,1.77390558147651,0.9,"L",NA,NA,"H"
88,"Increasing",13,0.296803915392406,0.28,0.543959950240918,0.79,1.69655858598987,0.95,"L",NA,NA,"H"
88,"Increasing",18,0.296797366285205,0.39,0.63566054527835,0.84,1.48528883384483,0.55,"L",NA,NA,"H"
88,"Increasing",25,0.322600261736445,0.53,0.491190690299916,0.44,1.73507613646384,1.15,"L",NA,NA,"H"
88,"Increasing",10,0.35219015488406,0.1,0.565691061983369,0.81,1.4645792643601,2.45,"L",NA,NA,"H"
88,"Increasing",8,0.345767765567609,0.76,0.508204109139121,0.49,1.58320101281809,0.75,"L",NA,NA,"H"
88,"Increasing",17,0.241892523846329,0.13,0.772970682725638,0.95,1.47411847778832,0.8,"L",NA,NA,"H"
88,"Increasing",16,0.316002140584772,0.33,0.563479197383346,0.82,1.5005742553613,0.675,"L",NA,NA,"H"
88,"Increasing",21,0.314148654691389,0.15,0.536821946773065,0.65,1.59032649206518,2.6,"L",NA,NA,"H"
88,"Increasing",12,0.297372192061372,0.43,0.5264220846362,0.83,1.70321870314299,0.5,"L",NA,NA,"H"
88,"Increasing",23,0.32258688570943,0.87,0.472540411511295,0.39,1.70848848413753,0.75,"L",NA,NA,"H"
88,"Increasing",15,0.287383122479661,0.16,0.641955253665148,0.9,1.55707689982387,1,"L",NA,NA,"H"
88,"Increasing",20,0.286776677013464,0.15,0.593507825178099,0.76,1.6350532013463,1.95,"L",NA,NA,"H"
88,"Increasing",6,0.283716050764713,0.18,0.601479986578233,0.77,1.66562678048759,1.55,"L",NA,NA,"H"
88,"Increasing",22,0.332306921231227,0.6,0.522112599186115,0.17,1.5548399632538,1.475,"L",NA,NA,"H"
88,"Increasing",3,0.34358796987553,0.57,0.355177600751183,0.3,1.94140569671265,1.325,"L",NA,NA,"H"
88,"Increasing",7,0.325598744388922,0.5,0.455571982896655,0.49,1.71194169658918,1.1,"L",NA,NA,"H"
89,"Increasing",19,0.311054041522205,0.15,0.704491809257866,0.77,1.23669557525739,1.925,"M",NA,NA,"H"
89,"Increasing",3,0.374014924838362,0.57,0.379530597169016,0.3,1.69437569786052,1.325,"M",NA,NA,"H"
89,"Increasing",8,0.310131384626036,0.76,0.411521438251444,0.49,2.01461461745141,0.75,"M",NA,NA,"H"
89,"Increasing",17,0.200301886107344,0.13,0.939510256336624,0.95,0.8028197700614,0.8,"M",NA,NA,"H"
89,"Increasing",25,0.327059530083987,0.53,0.435861837013906,0.44,1.84397342922063,1.15,"M",NA,NA,"H"
89,"Increasing",5,0.334800109632907,0.49,0.406625226423374,0.22,1.81459912919401,1.675,"M",NA,NA,"H"
89,"Increasing",13,0.28771740055154,0.28,0.610973937971329,0.79,1.59810642043146,0.95,"M",NA,NA,"H"
89,"Increasing",1,0.252108223094777,0.12,0.843757985046716,0.81,1.06087994888771,2.025,"M",NA,NA,"H"
89,"Increasing",4,0.344130976572711,0.34,0.50340300070343,0.58,1.54776924209738,1.375,"M",NA,NA,"H"
89,"Increasing",9,0.238984246506127,0.18,0.8346760382755,0.97,1.08462514588196,0.5,"M",NA,NA,"H"
89,"Increasing",10,0.330438232855422,0.1,0.535858858168534,0.81,1.56352711205572,2.45,"M",NA,NA,"H"
89,"Increasing",24,0.328029567967058,0.86,0.463685800289386,0.26,1.70384120400379,0.925,"M",NA,NA,"H"
89,"Increasing",7,0.313883389880785,0.5,0.436588761507824,0.49,1.80125719692465,1.1,"M",NA,NA,"H"
89,"Increasing",21,0.326167767734472,0.15,0.557913937661896,0.65,1.51778923594066,2.6,"M",NA,NA,"H"
89,"Increasing",23,0.367163842339603,0.87,0.47502232694852,0.39,1.55192254991542,0.75,"M",NA,NA,"H"
89,"Increasing",6,0.296069351186586,0.18,0.640632726332095,0.77,1.41639892434379,1.55,"M",NA,NA,"H"
89,"Increasing",15,0.247410439899045,0.16,0.778603851922611,0.9,1.41683574195907,1,"M",NA,NA,"H"
89,"Increasing",20,0.322297849865963,0.15,0.589763685309143,0.76,1.54862710687745,1.95,"M",NA,NA,"H"
89,"Increasing",12,0.251785931588785,0.43,0.71637377030529,0.83,1.53132034265361,0.5,"M",NA,NA,"H"
89,"Increasing",16,0.267618247565381,0.33,0.679689125059284,0.82,1.42511799386415,0.675,"M",NA,NA,"H"
89,"Increasing",14,0.343448296182062,0.28,0.551784796832097,0.45,1.43320912349068,2.125,"M",NA,NA,"H"
89,"Increasing",22,0.342535064935185,0.6,0.429266450953607,0.17,1.7224341384251,1.475,"M",NA,NA,"H"
89,"Increasing",18,0.273878274324141,0.39,0.633074815817279,0.84,1.56008452138401,0.55,"M",NA,NA,"H"
89,"Increasing",2,0.387751388411685,0.56,0.353280635656251,0.19,1.74211528263622,1.55,"M",NA,NA,"H"
89,"Increasing",11,0.3430745516268,0.76,0.433772949326907,0.36,1.67818286188322,0.9,"M",NA,NA,"H"
90,"Increasing",8,0.306773106914137,0.76,0.453156472147277,0.49,1.79579287387849,0.75,"H",NA,NA,"H"
90,"Increasing",4,0.325976378405764,0.34,0.511058790854623,0.58,1.66219452626548,1.375,"H",NA,NA,"H"
90,"Increasing",3,0.359460894770986,0.57,0.392230506491787,0.3,1.81456433185043,1.325,"H",NA,NA,"H"
90,"Increasing",5,0.391365441649681,0.49,0.341115316635316,0.22,1.78326898159769,1.675,"H",NA,NA,"H"
90,"Increasing",15,0.217023442662812,0.16,0.868328630090424,0.9,1.12516431394455,1,"H",NA,NA,"H"
90,"Increasing",9,0.182404320312802,0.18,0.91883078710124,0.97,0.91980920796017,0.5,"H",NA,NA,"H"
90,"Increasing",23,0.3474948131636,0.87,0.433632923620752,0.39,1.68885860826941,0.75,"H",NA,NA,"H"
90,"Increasing",24,0.384214888366296,0.86,0.362848693364022,0.26,1.79138991457526,0.925,"H",NA,NA,"H"
90,"Increasing",17,0.19159902991193,0.13,0.940816534052098,0.95,0.77290377356965,0.8,"H",NA,NA,"H"
90,"Increasing",20,0.261580696469679,0.15,0.745568670591688,0.76,1.34990237615555,1.95,"H",NA,NA,"H"
90,"Increasing",19,0.329078083839778,0.15,0.629197539841846,0.77,1.32833324735266,1.925,"H",NA,NA,"H"
90,"Increasing",10,0.266587627246711,0.1,0.777931907206703,0.81,1.18790943040075,2.45,"H",NA,NA,"H"
90,"Increasing",6,0.244383236975956,0.18,0.71121905009975,0.77,1.53607917136221,1.55,"H",NA,NA,"H"
90,"Increasing",22,0.36744908032009,0.6,0.378601436570373,0.17,1.74823998778344,1.475,"H",NA,NA,"H"
90,"Increasing",21,0.280948398458814,0.15,0.581658031626797,0.65,1.69588204869939,2.6,"H",NA,NA,"H"
90,"Increasing",25,0.329694454330076,0.53,0.467215403469758,0.44,1.71138976905288,1.15,"H",NA,NA,"H"
90,"Increasing",7,0.33922021882607,0.5,0.436344773521245,0.49,1.77485504110984,1.1,"H",NA,NA,"H"
90,"Increasing",13,0.284988596069626,0.28,0.62752158080557,0.79,1.53922075698908,0.95,"H",NA,NA,"H"
90,"Increasing",18,0.237505967432158,0.39,0.758899809133703,0.84,1.47330361708341,0.55,"H",NA,NA,"H"
90,"Increasing",1,0.307060082191527,0.12,0.651982290886957,0.81,1.41205683389778,2.025,"H",NA,NA,"H"
90,"Increasing",11,0.337574643822005,0.76,0.427987025564517,0.36,1.72072214031584,0.9,"H",NA,NA,"H"
90,"Increasing",14,0.350665637531633,0.28,0.528697773142546,0.45,1.50538418442208,2.125,"H",NA,NA,"H"
90,"Increasing",12,0.25018738412871,0.43,0.757186300459467,0.83,1.32063184248456,0.5,"H",NA,NA,"H"
90,"Increasing",16,0.280573309670794,0.33,0.695175005607831,0.82,1.38339268318414,0.675,"H",NA,NA,"H"
90,"Increasing",2,0.351709164361305,0.56,0.344746674844428,0.19,1.92824535111932,1.55,"H",NA,NA,"H"
91,"Decreasing",9,0.463665994056544,0.31,0.33361211153139,0.35,1.32444398305441,1.95,"H","M","L","L"
91,"Decreasing",19,0.510802688694576,0.32,0.249449148608241,0.25,1.35981256857931,2.175,"H","M","L","L"
91,"Decreasing",10,0.438284984431232,0.23,0.291007588251216,0.29,1.50035112979774,2.9,"H","M","L","L"
91,"Decreasing",3,0.248529016815859,0.17,0.639668425745038,0.64,1.29490856912135,1.875,"H","M","L","L"
91,"Decreasing",20,0.288193670658809,0.17,0.524792595570539,0.52,1.41834920605323,2.475,"H","M","L","L"
91,"Decreasing",25,0.546490152941163,0.31,0.154774214705641,0.16,1.45726275590328,2.575,"H","M","L","L"
91,"Decreasing",8,0.7639461037332,0.8,0.190564631711936,0.18,0.992442624903705,0.975,"H","M","L","L"
91,"Decreasing",5,0.457100430248587,0.63,0.638118617243223,0.64,0.677884076799431,0.5,"H","M","L","L"
91,"Decreasing",22,0.584033173410169,0.42,0.191086845608735,0.19,1.29596249600576,1.825,"H","M","L","L"
91,"Decreasing",15,0.544992101925507,0.61,0.455224503890875,0.45,0.904159202265302,0.825,"H","M","L","L"
91,"Decreasing",13,0.752531106724027,0.88,0.311857542269572,0.3,0.856429281886215,0.75,"H","M","L","L"
91,"Decreasing",2,0.167853629325723,0.1,0.706589894554765,0.7,1.41337030126576,2.475,"H","M","L","L"
91,"Decreasing",21,0.602760199837594,0.61,0.355070730247514,0.35,0.99207385437053,1,"H","M","L","L"
91,"Decreasing",7,0.52183857668057,0.28,0.16581155298367,0.16,1.47198562567202,2.8,"H","M","L","L"
91,"Decreasing",24,0.712372071249885,0.64,0.146189475105529,0.14,1.11637989676814,1.275,"H","M","L","L"
91,"Decreasing",6,0.161426379163208,0.16,0.79355891325505,0.79,1.02415711455158,1.05,"H","M","L","L"
91,"Decreasing",18,0.340020048335073,0.18,0.440245795659206,0.43,1.47067336745171,2.875,"H","M","L","L"
91,"Decreasing",17,0.675310109073646,0.71,0.325822038299563,0.32,0.937093900017399,0.9,"H","M","L","L"
91,"Decreasing",1,0.221312493693038,0.15,0.653853687940466,0.66,1.33413189571393,1.95,"H","M","L","L"
91,"Decreasing",14,0.561946587057258,0.36,0.197218039535075,0.2,1.35556462085892,2.1,"H","M","L","L"
91,"Decreasing",4,0.244757547655197,0.22,0.690836131054618,0.7,1.07455811050567,1.175,"H","M","L","L"
91,"Decreasing",23,0.359809767299928,0.2,0.412666974766418,0.4,1.46699860322477,2.725,"H","M","L","L"
91,"Decreasing",12,0.500721840358624,0.58,0.527116177767502,0.54,0.826472812651714,0.7,"H","M","L","L"
91,"Decreasing",11,0.748156143191381,0.91,0.332117722228126,0.33,0.812298635794022,0.675,"H","M","L","L"
91,"Decreasing",16,0.396625766774561,0.24,0.393216777828662,0.39,1.39130170299337,2.325,"H","M","L","L"
92,"Decreasing",2,0.174326318575356,0.1,0.698809859239312,0.7,1.41730423785631,2.475,"M","H","L","L"
92,"Decreasing",15,0.551919983904521,0.61,0.454336184438723,0.45,0.899974769903134,0.825,"M","H","L","L"
92,"Decreasing",8,0.780768617053306,0.8,0.191371042125592,0.18,0.978658283800368,0.975,"M","H","L","L"
92,"Decreasing",13,0.762658317433984,0.88,0.303833327861214,0.3,0.857842699181689,0.75,"M","H","L","L"
92,"Decreasing",3,0.241634392889643,0.17,0.644292764857387,0.64,1.31850591520067,1.875,"M","H","L","L"
92,"Decreasing",23,0.36221037334062,0.2,0.407985909162198,0.4,1.46787625600949,2.725,"M","H","L","L"
92,"Decreasing",1,0.217878209769777,0.15,0.662112669104065,0.66,1.32519913776334,1.95,"M","H","L","L"
92,"Decreasing",19,0.507100252633558,0.32,0.254126714726342,0.25,1.36508618961427,2.175,"M","H","L","L"
92,"Decreasing",20,0.286786316649142,0.17,0.527341125831195,0.52,1.43593827513577,2.475,"M","H","L","L"
92,"Decreasing",5,0.475287004111211,0.63,0.637560124761748,0.64,0.657506310609808,0.5,"M","H","L","L"
92,"Decreasing",10,0.440100923085391,0.23,0.290318884947805,0.29,1.51058225375911,2.9,"M","H","L","L"
92,"Decreasing",24,0.72770881003882,0.64,0.139672239158676,0.14,1.10770555703813,1.275,"M","H","L","L"
92,"Decreasing",22,0.593650883759928,0.42,0.200713395464545,0.19,1.27487181246875,1.825,"M","H","L","L"
92,"Decreasing",4,0.242918927227267,0.22,0.69543208297026,0.7,1.07522284933507,1.175,"M","H","L","L"
92,"Decreasing",9,0.45564766319402,0.31,0.351954958441907,0.35,1.32331243759446,1.95,"M","H","L","L"
92,"Decreasing",25,0.544943615474938,0.31,0.169986571858272,0.16,1.43924102494685,2.575,"M","H","L","L"
92,"Decreasing",14,0.556305188005614,0.36,0.204971233770641,0.2,1.36284931970154,2.1,"M","H","L","L"
92,"Decreasing",6,0.164614477077233,0.16,0.786381972344724,0.79,1.03203034000796,1.05,"M","H","L","L"
92,"Decreasing",11,0.756841019651506,0.91,0.336811133604277,0.33,0.806397573375428,0.675,"M","H","L","L"
92,"Decreasing",21,0.619231327344471,0.61,0.349405223904756,0.35,0.985243706131838,1,"M","H","L","L"
92,"Decreasing",18,0.344618619017682,0.18,0.433330185594386,0.43,1.48676772424686,2.875,"M","H","L","L"
92,"Decreasing",7,0.527231960187877,0.28,0.162384021724599,0.16,1.46578531054915,2.8,"M","H","L","L"
92,"Decreasing",12,0.488114066789927,0.58,0.543911549596237,0.54,0.823014488089034,0.7,"M","H","L","L"
92,"Decreasing",16,0.394361423755826,0.24,0.400470383229306,0.39,1.39011940220965,2.325,"M","H","L","L"
92,"Decreasing",17,0.675315942351676,0.71,0.319066212666163,0.32,0.946230535905175,0.9,"M","H","L","L"
93,"Decreasing",3,0.390828200796833,0.17,0.452436841766412,0.64,1.30629073400161,1.875,"M",NA,"L","L"
93,"Decreasing",24,0.584097782949599,0.64,0.297967894996834,0.14,1.11268317300072,1.275,"M",NA,"L","L"
93,"Decreasing",19,0.444932857473478,0.32,0.335440280154239,0.25,1.36608553244333,2.175,"M",NA,"L","L"
